"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2014";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"2.093.340,38";"33.830.086,98";"33.776.697,36";"859.749,17";
"05/2014";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"13.670.042,54";"31.078.522,73";"32.545.621,70";"130.004,89";
"11/2014";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"22.720.058,33";"48.448.686,81";"48.082.548,58";"44.137,23";
"01/2014";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"278.859.310,97";"24.920.454,73";"24.779.725,23";"7.592.109,69";
"07/2014";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"16.741.938,42";"37.425.365,25";"37.347.167,35";"319.987,57";
"02/2014";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"50.337.072,72";"28.779.401,20";"28.780.130,70";"3.732.357,83";
"04/2014";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"13.306.598,30";"33.772.314,79";"32.329.067,10";"768.175,17";
"08/2014";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"16.734.563,38";"30.382.550,07";"30.425.322,27";"87.444,51";
"03/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"2.279.713,49";"14.686.510,56";"16.796.820,05";"3.269.415,17";
"09/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"3.911.338,28";"18.376.147,31";"25.020.990,10";"236.698,08";
"11/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"26.349.565,76";"68.937.519,22";"68.849.999,60";"31.125,96";
"04/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"8.340.807,70";"15.067.482,55";"16.207.436,15";"1.338.883,69";
"02/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"25.370.095,86";"17.874.246,03";"12.435.915,29";"1.028.598,21";
"06/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"3.121.295,88";"17.512.421,14";"16.991.672,40";"270.900,70";
"08/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"312.460,98";"20.655.588,43";"21.404.580,46";"1.696.596,02";
"01/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"160.796.823,46";"12.412.075,21";"12.157.241,16";"4.203.742,11";
"10/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"262.306.175,40";"17.875.682,71";"17.806.466,16";"132.862,58";
"12/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"- 98.331.674,12";"136.756.221,72";"24.059.594,60";"151.252,78";
"07/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"3.042.837,64";"20.611.820,76";"15.704.594,58";"443.396,14";
"05/2014";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"6.466.749,22";"15.761.812,23";"15.751.875,07";"550.727,92";
"08/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"- 1.236.300,90";"20.561.486,38";"20.650.153,16";"21.980,00";
"07/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"1.860.619,63";"24.685.640,59";"24.596.867,26";"285,60";
"05/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"10.047.065,59";"19.239.303,23";"18.923.926,97";"3.651.897,40";
"09/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"365.506,04";"17.997.709,50";"17.927.968,77";"4.704.800,84";
"06/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"61.506.609,68";"21.788.107,91";"22.104.272,36";"70.635,53";
"12/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"10.713.422,53";"24.665.806,03";"25.139.588,76";"24.237,98";
"10/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"1.263.407,16";"21.286.746,14";"20.167.913,74";"1.444.335,20";
"11/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"21.839.432,98";"33.379.973,40";"34.094.924,20";"8.285,94";
"02/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"43.500.684,49";"19.250.739,80";"17.847.055,19";"3.276.059,66";
"03/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"22.743.411,92";"16.426.718,14";"18.132.561,41";"1.650.958,25";
"01/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"101.271.035,20";"12.171.560,52";"11.869.371,72";"4.357.597,14";
"04/2014";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"2.402.357,40";"20.732.735,19";"20.731.923,29";"7.967.120,46";
"04/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"7.621.677,27";"8.039.917,07";"8.085.499,65";"279.246,60";
"07/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"3.520.947,04";"9.187.292,04";"9.056.393,43";"3.999,11";
"05/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"3.812.874,43";"8.648.680,84";"8.782.102,87";"8.956,91";
"10/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"2.096.292,26";"11.032.938,58";"11.064.908,38";"0,00";
"12/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"11.432.226,59";"12.519.263,00";"11.598.374,70";"44.168,05";
"02/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"1.506.403,08";"7.461.470,74";"7.285.889,25";"258.856,35";
"03/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"2.727.806,53";"9.294.489,87";"8.773.519,08";"851.679,40";
"11/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"7.716.981,10";"11.231.517,24";"11.230.991,94";"6.858,50";
"09/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"1.377.794,91";"8.097.308,27";"8.034.770,31";"- 121,09";
"06/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"2.033.102,04";"8.252.669,19";"8.845.418,81";"5.397,50";
"08/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"3.775.864,61";"8.113.716,88";"8.144.082,82";"1.300,00";
"01/2014";"68000 - Ministério de Portos e Aeroportos";"68201 - Agência Nacional de Transportes Aquaviários";"71.084.408,22";"6.434.370,81";"6.150.865,38";"2.362.536,19";
"05/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"2.604.593,70";"25.718.937,93";"25.721.930,53";"2.154.766,30";
"06/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"4.795.327,30";"29.781.785,27";"29.253.380,00";"973.640,54";
"08/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"15.387.724,91";"27.652.649,24";"27.413.494,19";"3.867.246,03";
"12/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"305.751.564,41";"227.107.745,11";"231.927.580,43";"2.276.674,39";
"04/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"20.428.101,08";"26.946.141,55";"26.975.842,20";"1.940.280,19";
"02/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"15.668.760,54";"23.741.834,10";"23.698.193,37";"11.633.020,21";
"01/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"169.708.169,51";"17.384.753,95";"17.365.529,53";"15.106.812,04";
"10/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"5.923.471,26";"34.718.464,42";"35.346.595,51";"3.826.681,19";
"07/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"7.704.959,30";"29.761.443,93";"30.020.004,60";"2.851.617,87";
"09/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"20.038.750,57";"29.441.054,54";"28.168.985,12";"2.773.138,16";
"03/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"82.810.649,53";"24.450.203,53";"24.437.507,87";"4.363.374,73";
"11/2014";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"33.542.688,82";"44.211.577,18";"39.350.872,61";"437.783,24";
"07/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"4.513.672,27";"47.740.684,30";"47.483.748,81";"6.659.966,24";
"10/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"9.562.751,24";"48.623.240,64";"48.665.835,75";"248.162,60";
"12/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"24.170.078,72";"62.053.490,48";"62.249.687,59";"584.451,09";
"09/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"16.199.394,97";"59.919.185,81";"60.033.399,38";"5.153.944,16";
"05/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"5.126.837,09";"48.473.938,44";"48.786.667,42";"4.051.775,44";
"01/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"479.593.611,24";"38.294.659,68";"38.293.368,33";"9.359.292,87";
"02/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"16.071.535,82";"45.144.913,16";"45.065.831,19";"3.285.946,88";
"04/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"19.803.002,61";"45.891.649,17";"45.245.390,66";"1.556.535,93";
"03/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"5.272.114,24";"46.654.077,21";"46.549.849,27";"2.389.389,07";
"06/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"13.744.317,46";"54.631.912,73";"54.599.283,20";"1.580.713,07";
"08/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"10.197.916,03";"50.720.048,67";"51.330.741,62";"1.491.237,30";
"11/2014";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"58.065.902,80";"73.324.017,58";"73.156.792,94";"139.157,70";
"08/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"8.525.925,04";"24.769.088,71";"24.268.979,24";"2.763.534,85";
"02/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"24.688.470,00";"23.791.173,14";"23.939.100,76";"17.738.758,25";
"04/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"4.450.737,06";"14.645.056,33";"14.807.396,55";"1.765.128,24";
"01/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"151.203.370,58";"6.479.554,88";"6.331.420,16";"20.567.391,17";
"09/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"18.566.703,67";"25.123.859,91";"25.614.447,54";"0,00";
"12/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"76.240.332,84";"36.265.825,01";"36.486.569,66";"2.498.477,73";
"06/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"8.895.248,16";"13.182.380,87";"13.280.373,16";"4.978.322,18";
"10/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"5.826.938,30";"18.036.554,59";"16.804.112,35";"2.678.811,53";
"03/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"15.927.544,24";"12.553.117,51";"12.390.984,39";"6.469.667,01";
"11/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"19.718.683,41";"23.713.245,30";"23.887.547,39";"2.913.592,52";
"07/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"5.190.211,05";"21.080.650,32";"21.076.273,47";"1.710.458,38";
"05/2014";"53000 - Ministério da Integração e do Desenvolvimento Regional";"44205 - Agência Nacional de Águas e Saneamento Básico";"4.553.564,20";"17.157.041,72";"17.048.313,88";"6.589.302,99";
"07/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"770.316,79";"8.525.920,05";"8.806.722,09";"42.880.668,00";
"08/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"418.827.062,78";"8.079.344,57";"8.089.734,29";"42.469.703,69";
"02/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"13.046.320,42";"5.841.098,16";"5.430.880,81";"1.433.630,02";
"06/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"6.149.827,93";"9.748.855,49";"9.858.082,75";"2.144.179,08";
"12/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"24.583.246,35";"18.510.473,02";"18.736.662,82";"1.186.856,50";
"09/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"1.909.596,20";"8.188.100,13";"7.780.391,17";"47.122.201,53";
"05/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"34.118.105,17";"7.825.747,27";"8.119.767,89";"1.822.262,09";
"01/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"66.193.524,32";"5.037.698,07";"5.037.698,07";"1.339.138,28";
"03/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"5.890.838,52";"6.575.272,57";"6.703.515,61";"1.309.259,05";
"11/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"26.730.674,32";"12.659.175,24";"12.540.275,90";"13.378.431,05";
"10/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"1.386.539,74";"8.626.898,92";"8.801.982,20";"20.238.197,52";
"04/2014";"42000 - Ministério da Cultura";"20203 - Agência Nacional do Cinema";"1.940.584,66";"7.279.064,18";"6.842.556,84";"826.325,01";
"05/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"- 5.503.452,63";"41.972.314,70";"41.593.990,25";"6.014.796,60";
"04/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"15.179.471,61";"39.919.173,90";"39.745.305,23";"7.218.454,26";
"03/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"18.534.042,74";"21.528.561,31";"22.024.818,15";"17.238.911,16";
"07/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"13.019.987,32";"36.172.092,92";"34.560.746,98";"10.666.051,86";
"02/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"153.909.315,26";"32.874.436,63";"38.592.628,35";"31.256.573,26";
"01/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"167.301.451,07";"37.174.138,29";"29.847.930,15";"22.186.672,77";
"06/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"9.181.971,20";"35.415.320,10";"34.040.577,98";"6.957.196,08";
"11/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"32.817.370,05";"35.126.275,93";"26.313.860,77";"3.740.192,36";
"09/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"22.919.027,63";"29.752.416,63";"31.403.547,67";"4.375.382,07";
"10/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"5.591.176,49";"28.769.942,72";"26.346.184,56";"7.977.454,97";
"12/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"4.229.419,83";"37.987.364,23";"34.920.232,35";"1.414.087,63";
"08/2014";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"14.265.567,49";"31.543.909,22";"32.771.503,95";"16.903.124,30";
"11/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"23.579.406,62";"55.233.390,07";"55.232.465,96";"528.071,47";
"09/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"22.088.336,58";"31.837.499,99";"31.911.796,64";"4.234.685,14";
"07/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"1.802.369,38";"31.750.717,16";"31.752.957,81";"12.146.918,50";
"03/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"12.246.018,68";"29.862.618,80";"29.861.280,20";"1.712.732,55";
"10/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"4.494.253,29";"37.186.247,63";"37.187.166,06";"6.091.899,67";
"12/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"19.418.624,31";"49.901.394,70";"49.901.604,88";"20.797.524,61";
"06/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"5.697.229,91";"37.735.449,19";"37.733.175,37";"22.127.279,88";
"08/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"5.277.086,79";"32.630.080,62";"32.554.898,71";"9.753.301,20";
"02/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"61.421.560,80";"28.854.057,67";"28.854.057,67";"7.202.630,68";
"01/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"276.981.991,81";"25.350.728,27";"25.350.728,27";"12.500.317,61";
"04/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"23.669.564,19";"29.738.653,36";"29.739.991,96";"4.681.578,67";
"05/2014";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"2.770.473,96";"30.540.930,69";"30.540.930,69";"6.001.575,64";
"03/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"508.792,22";"551.551,67";"582.175,57";"689.395,15";
"04/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"2.253.577,25";"919.743,59";"316.644,46";"418.623,75";
"12/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"- 945.120,52";"3.335.990,51";"2.796.167,18";"94.953,47";
"08/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"410.350,67";"1.035.359,28";"1.252.900,67";"213.567,67";
"09/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"1.304.262,24";"1.836.222,79";"1.849.643,30";"47.134,81";
"07/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"6.305.329,10";"1.625.226,57";"1.893.401,31";"616.475,15";
"11/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"7.432.151,83";"2.709.541,48";"1.701.097,27";"154.215,62";
"02/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"555.898,84";"107.393,53";"375.181,74";"396.167,57";
"10/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"- 143.821,68";"1.088.351,27";"988.074,68";"36.257,11";
"01/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"4.559.063,76";"331.120,71";"2.717,60";"409.301,89";
"05/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"483.380,08";"608.247,86";"973.996,66";"1.195.825,85";
"06/2014";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"339.882,46";"917.567,40";"551.078,44";"185.582,89";
"10/2014";"51000 - Ministério do Esporte";"91214 - Autoridade Pública Olímpica";"409.529,45";"2.008.305,21";"2.008.305,21";"0,00";
"01/2014";"51000 - Ministério do Esporte";"91214 - Autoridade Pública Olímpica";"16.088.095,52";"1.298.130,07";"1.298.130,07";"739.998,57";
"02/2014";"51000 - Ministério do Esporte";"91214 - Autoridade Pública Olímpica";"874.965,34";"1.294.219,30";"1.294.219,30";"630.082,73";
"06/2014";"51000 - Ministério do Esporte";"91214 - Autoridade Pública Olímpica";"2.467.014,76";"2.398.682,03";"2.398.682,03";"6.337,60";
"12/2014";"51000 - Ministério do Esporte";"91214 - Autoridade Pública Olímpica";"- 3.315.185,72";"2.687.091,63";"2.687.091,63";"11.497,39";
"05/2014";"51000 - Ministério do Esporte";"91214 - Autoridade Pública Olímpica";"1.177.826,84";"1.955.892,57";"1.955.892,57";"3.372,73";
"09/2014";"51000 - Ministério do Esporte";"91214 - Autoridade Pública Olímpica";"883.527,28";"2.165.832,50";"2.166.071,10";"0,00";
"11/2014";"51000 - Ministério do Esporte";"91214 - Autoridade Pública Olímpica";"2.398.655,04";"3.182.536,35";"3.182.536,35";"0,00";
