mes_ano,programa_orcamentario,acao_orcamentaria,orgao_entidade_vinculada,Valor Empenhado,Valor Liquidado,Valor Pago
2017-01-01,0089 - PREVIDENCIA DE INATIVOS E PENSIONISTAS DA UNIAO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,432022.0,34940.55,34940.55
2017-01-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,78156.0,2258.34,2258.34
2017-01-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,00M1 - BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NATALIDADE,20203 - Agência Nacional do Cinema,21204.0,1182.47,1182.47
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,2776.97,2776.97
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4641 - PUBLICIDADE DE UTILIDADE PUBLICA,20203 - Agência Nacional do Cinema,1237236.0,0.0,0.0
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,44142.72,44142.72
2017-02-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001),20203 - Agência Nacional do Cinema,0.0,182275.0,182275.0
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,5837027.26,5808816.59
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,2571632.86,2135217.33,2130300.95
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2010 - ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,19516.8,19516.8
2017-02-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,12PG - PROMOCAO DO CINEMA NA CIDADE - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2012 - AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,172407.93,172407.93
2017-02-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,00M1 - BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NATALIDADE,20203 - Agência Nacional do Cinema,0.0,1318.5,1318.5
2017-02-01,0089 - PREVIDENCIA DE INATIVOS E PENSIONISTAS DA UNIAO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,34940.55,34940.55
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,52290.19,52290.19
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,88916.4,18278.4,18278.4
2017-02-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1153584.99,1153584.99
2017-02-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,8106 - APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-03-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,8106 - APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4641 - PUBLICIDADE DE UTILIDADE PUBLICA,20203 - Agência Nacional do Cinema,-136278.61,106964.19,106964.19
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,5706241.06,5633144.54
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,63653.95,63653.95
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,83409.39,90717.48,90717.48
2017-03-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,2844.92,2844.92
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,52513.08,52513.08
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1157092.15,1157092.15
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2010 - ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,22694.46,22694.46
2017-03-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,2700.0,2700.0,2700.0
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,7071667.82,2201303.74,2146994.27
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2012 - AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,173825.06,172542.58
2017-03-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,00M1 - BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NATALIDADE,20203 - Agência Nacional do Cinema,0.0,2637.0,2637.0
2017-03-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001),20203 - Agência Nacional do Cinema,27484.94,93150.0,93150.0
2017-03-01,0089 - PREVIDENCIA DE INATIVOS E PENSIONISTAS DA UNIAO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,45106.13,45106.13
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1150261.2,1150261.2
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,27314606.03,3090089.15,1083368.33
2017-04-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,5723602.23,5723602.23
2017-04-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001),20203 - Agência Nacional do Cinema,954338.0,39100.0,6900.0
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4641 - PUBLICIDADE DE UTILIDADE PUBLICA,20203 - Agência Nacional do Cinema,136278.61,0.0,0.0
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,30445.84,53590.36,53590.36
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,53112.7,53112.7
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2010 - ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,21779.85,21779.85
2017-04-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,4050.0,4050.0,4050.0
2017-04-01,0089 - PREVIDENCIA DE INATIVOS E PENSIONISTAS DA UNIAO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,46050.34,46050.34
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,50525.85,50525.85
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2012 - AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,172416.19,172416.19
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,00M1 - BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NATALIDADE,20203 - Agência Nacional do Cinema,0.0,659.25,659.25
2017-04-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,2725.7,2725.7
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,5840900.89,5803831.66
2017-05-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,500000000.0,0.0,0.0
2017-05-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,"006C - FINANCIAMENTO AO SETOR AUDIOVISUAL - FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,100000000.0,0.0,0.0
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4641 - PUBLICIDADE DE UTILIDADE PUBLICA,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2010 - ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,21234.15,21234.15
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1166730.42,1166730.42
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,00M1 - BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NATALIDADE,20203 - Agência Nacional do Cinema,0.0,659.25,659.25
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,21831.2,32110.56,27827.56
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,598816.54,3200638.0,3818097.65
2017-05-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001),20203 - Agência Nacional do Cinema,1061968.94,154100.0,165600.0
2017-05-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,8106 - APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,132885.0,0.0,0.0
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,52892.24,52892.24
2017-05-01,0089 - PREVIDENCIA DE INATIVOS E PENSIONISTAS DA UNIAO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,46994.55,46994.55
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2012 - AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,173913.85,173913.85
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,3290.88,3290.88
2017-05-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,52336.17,52336.17
2017-06-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,14863307.0,0.0,0.0
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,4136304.27,4525433.84,2863621.7
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,40000.0,51068.25,51068.25
2017-06-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001),20203 - Agência Nacional do Cinema,682620.0,174826.47,184026.47
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,47169.17,47169.17
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2010 - ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,21218.1,21218.1
2017-06-01,0089 - PREVIDENCIA DE INATIVOS E PENSIONISTAS DA UNIAO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,59014.51,59014.51
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1159372.31,1159372.31
2017-06-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,00M1 - BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NATALIDADE,20203 - Agência Nacional do Cinema,0.0,555.18,555.18
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2012 - AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,172702.39,172702.39
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,25397.6,24471.27,28754.27
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,7502009.06,7502009.06
2017-06-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,3899.22,3899.22
2017-07-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,8106 - APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,50000.0,5663979.59,5663979.59
2017-07-01,0089 - PREVIDENCIA DE INATIVOS E PENSIONISTAS DA UNIAO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,71130.99,71130.99
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,00M1 - BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NATALIDADE,20203 - Agência Nacional do Cinema,0.0,1318.5,1318.5
2017-07-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,-412933.2,0.0,0.0
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1151295.85,1151295.85
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,42970.3,23934.98,12279.64
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4641 - PUBLICIDADE DE UTILIDADE PUBLICA,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2010 - ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,20913.15,20913.15
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,100000.0,54485.33,54485.33
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2012 - AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,174146.24,174146.24
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,47687.52,47687.52
2017-07-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001),20203 - Agência Nacional do Cinema,0.0,29900.0,27600.0
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,2940.14,2940.14
2017-07-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,-14250.77,1750087.66,2670750.0
2017-08-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES",20203 - Agência Nacional do Cinema,0.0,3247.86,3247.86
2017-08-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,4641 - PUBLICIDADE DE UTILIDADE PUBLICA,20203 - Agência Nacional do Cinema,0.0,68916.4,68916.4
2017-08-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,2058439.49,5448203.84,3966303.93
2017-08-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,5589717.01,5767620.76
2017-08-01,2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1136674.59,1136674.59
2017-08-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,60000000.0,0.0,0.0
